# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1962       2.991409845537e-11       8.313538962563e-13      -1.768873301577e-12       1.213283337140e-14       9.818586695593e-16       1.683764556066e-16      -7.922125600047e-18 
 1963       2.987516961870e-11       8.270310457401e-13      -1.754889458581e-12       1.212134874559e-14       9.797134919781e-16       1.680699538710e-16      -7.615035163218e-18 
 1964       2.983545844345e-11       8.227668795840e-13      -1.740789519570e-12       1.210985359972e-14       9.775737672601e-16       1.677619311000e-16      -7.306891561042e-18 
 1965       2.979496372796e-11       8.185621062723e-13      -1.726578880971e-12       1.209834745786e-14       9.754394800095e-16       1.674517323310e-16      -6.998149854110e-18 
 1966       2.975368427230e-11       8.144174365646e-13      -1.712262962074e-12       1.208682984196e-14       9.733106146815e-16       1.671386999440e-16      -6.689266961550e-18 
 1967       2.971161887818e-11       8.103335834987e-13      -1.697847205057e-12       1.207530027191e-14       9.711871555824e-16       1.668221736578e-16      -6.380701663384e-18 
 1968       2.966876634899e-11       8.063112623932e-13      -1.683337075021e-12       1.206375826550e-14       9.690690868695e-16       1.665014905270e-16      -6.072914602897e-18 
 1969       2.962512548981e-11       8.023511908500e-13      -1.668738060015e-12       1.205220333844e-14       9.669563925508e-16       1.661759849386e-16      -5.766368289005e-18 
 1970       2.958069510742e-11       7.984540887569e-13      -1.654055671069e-12       1.204063500434e-14       9.648490564845e-16       1.658449886084e-16      -5.461527098613e-18 
 1971       2.953547401029e-11       7.946206782906e-13      -1.639295442222e-12       1.202905277470e-14       9.627470623792e-16       1.655078305778e-16      -5.158857278986e-18 
 1972       2.948946100857e-11       7.908516839187e-13      -1.624462930548e-12       1.201745615895e-14       9.606503937933e-16       1.651638372103e-16      -4.858826950109e-18 
 1973       2.944265491415e-11       7.871478324029e-13      -1.609563716193e-12       1.200584466439e-14       9.585590341349e-16       1.648123321882e-16      -4.561906107057e-18 
 1974       2.939505454059e-11       7.835098528011e-13      -1.594603402395e-12       1.199421779623e-14       9.564729666615e-16       1.644526365094e-16      -4.268566622358e-18 
 1975       2.934665870318e-11       7.799384764707e-13      -1.579587615523e-12       1.198257505756e-14       9.543921744802e-16       1.640840684836e-16      -3.979282248354e-18 
 1976       2.929746621895e-11       7.764344370705e-13      -1.564522005099e-12       1.197091594937e-14       9.523166405466e-16       1.637059437293e-16      -3.694528619575e-18 
 1977       2.924747590661e-11       7.729984705636e-13      -1.549412243830e-12       1.195923997054e-14       9.502463476654e-16       1.633175751701e-16      -3.414783255093e-18 
 1978       2.919668658663e-11       7.696313152204e-13      -1.534264027639e-12       1.194754661781e-14       9.481812784898e-16       1.629182730319e-16      -3.140525560896e-18 
 1979       2.914509708120e-11       7.663337116205e-13      -1.519083075692e-12       1.193583538583e-14       9.461214155211e-16       1.625073448386e-16      -2.872236832248e-18 
 1980       2.909270621425e-11       7.631064026560e-13      -1.503875130430e-12       1.192410576711e-14       9.440667411091e-16       1.620840954098e-16      -2.610400256057e-18 
 1981       2.903951281145e-11       7.599501335336e-13      -1.488645957593e-12       1.191235725204e-14       9.420172374508e-16       1.616478268564e-16      -2.355500913237e-18 
 1982       2.898551570022e-11       7.568656517776e-13      -1.473401346257e-12       1.190058932888e-14       9.399728865915e-16       1.611978385780e-16      -2.108025781075e-18 
 1983       2.893071370973e-11       7.538537072324e-13      -1.458147108859e-12       1.188880148377e-14       9.379336704232e-16       1.607334272592e-16      -1.868463735595e-18 
 1984       2.887510567089e-11       7.509150520649e-13      -1.442889081224e-12       1.187699320071e-14       9.358995706856e-16       1.602538868661e-16      -1.637305553925e-18 
 1985       2.881869041640e-11       7.480504407674e-13      -1.427633122602e-12       1.186516396156e-14       9.338705689649e-16       1.597585086432e-16      -1.415043916658e-18 
 1986       2.876146678070e-11       7.452606301603e-13      -1.412385115688e-12       1.185331324605e-14       9.318466466941e-16       1.592465811098e-16      -1.202173410221e-18 
 1987       2.870343552759e-11       7.425461782570e-13      -1.397150629740e-12       1.184144062661e-14       9.298277863861e-16       1.587175784430e-16      -9.990517704738e-19 
 1988       2.864460514847e-11       7.399068392353e-13      -1.381933907126e-12       1.182954605370e-14       9.278139753433e-16       1.581717271501e-16      -8.054824914507e-19 
 1989       2.858498610680e-11       7.373421640146e-13      -1.366738869369e-12       1.181762957258e-14       9.258052019746e-16       1.576094435633e-16      -6.211291467864e-19 
 1990       2.852458891448e-11       7.348517009856e-13      -1.351569453403e-12       1.180569122868e-14       9.238014545646e-16       1.570311458354e-16      -4.456538675085e-19 
 1991       2.846342413189e-11       7.324349960063e-13      -1.336429611599e-12       1.179373106754e-14       9.218027212735e-16       1.564372539415e-16      -2.787173401868e-19 
 1992       2.840150236800e-11       7.300915923986e-13      -1.321323311777e-12       1.178174913487e-14       9.198089901362e-16       1.558281896818e-16      -1.199788050832e-19 
 1993       2.833883428036e-11       7.278210309450e-13      -1.306254537231e-12       1.176974547651e-14       9.178202490630e-16       1.552043766838e-16       3.090394569868e-20 
 1994       2.827543057522e-11       7.256228498853e-13      -1.291227286744e-12       1.175772013847e-14       9.158364858389e-16       1.545662404046e-16       1.742745700640e-19 
 1995       2.821130200758e-11       7.234965849124e-13      -1.276245574610e-12       1.174567316688e-14       9.138576881232e-16       1.539142081332e-16       3.104781777766e-19 
 1996       2.814645938125e-11       7.214417691696e-13      -1.261313430652e-12       1.173360460804e-14       9.118838434501e-16       1.532487089929e-16       4.398613323099e-19 
 1997       2.808091354892e-11       7.194579332467e-13      -1.246434900242e-12       1.172151450837e-14       9.099149392275e-16       1.525701739439e-16       5.627720526966e-19 
 1998       2.801467541219e-11       7.175446051763e-13      -1.231614044318e-12       1.170940291445e-14       9.079509627377e-16       1.518790357852e-16       6.795598153793e-19 
 1999       2.794775592170e-11       7.157013104310e-13      -1.216854939406e-12       1.169726987302e-14       9.059919011366e-16       1.511757291573e-16       7.905755560607e-19 
 2000       2.788016607711e-11       7.139275719193e-13      -1.202161677637e-12       1.168511543095e-14       9.040377414537e-16       1.504606905442e-16       8.961716715541e-19 
 2001       2.781191692725e-11       7.122229099822e-13      -1.187538366767e-12       1.167293963525e-14       9.020884705920e-16       1.497343582762e-16       9.967020216334e-19 
 2002       2.774301957011e-11       7.105868423901e-13      -1.172989130196e-12       1.166074253311e-14       9.001440753277e-16       1.489971725319e-16       1.092521930884e-18 
 2003       2.767348515295e-11       7.090188843388e-13      -1.158518106988e-12       1.164852417182e-14       8.982045423100e-16       1.482495753406e-16       1.183988190552e-18 
 2004       2.760332487232e-11       7.075185484463e-13      -1.144129451890e-12       1.163628459886e-14       8.962698580609e-16       1.474920105847e-16       1.271459060395e-18 
 2005       2.753254997419e-11       7.060853447493e-13      -1.129827335349e-12       1.162402386184e-14       8.943400089750e-16       1.467249240021e-16       1.355294270534e-18 
 2006       2.746117175393e-11       7.047187806998e-13      -1.115615943535e-12       1.161174200851e-14       8.924149813195e-16       1.459487631884e-16       1.435855023301e-18 
 2007       2.738920155646e-11       7.034183611611e-13      -1.101499478355e-12       1.159943908677e-14       8.904947612337e-16       1.451639775995e-16       1.513503995090e-18 
 2008       2.731665077623e-11       7.021835884051e-13      -1.087482157478e-12       1.158711514468e-14       8.885793347290e-16       1.443710185536e-16       1.588605338211e-18 
 2009       2.724353085735e-11       7.010139621082e-13      -1.073568214350e-12       1.157477023044e-14       8.866686876884e-16       1.435703392337e-16       1.661524682734e-18 
 2010       2.716985329362e-11       6.999089793480e-13      -1.059761898216e-12       1.156240439240e-14       8.847628058670e-16       1.427623946901e-16       1.732629138343e-18 
 2011       2.709562962859e-11       6.988681345998e-13      -1.046067474135e-12       1.155001767905e-14       8.828616748910e-16       1.419476418426e-16       1.802287296187e-18 
 2012       2.702087145564e-11       6.978909197334e-13      -1.032489223005e-12       1.153761013904e-14       8.809652802580e-16       1.411265394828e-16       1.870869230729e-18 
 2013       2.694559041803e-11       6.969768240090e-13      -1.019031441576e-12       1.152518182115e-14       8.790736073365e-16       1.402995482765e-16       1.938746501595e-18 
 2014       2.686979820898e-11       6.961253340743e-13      -1.005698442475e-12       1.151273277434e-14       8.771866413661e-16       1.394671307660e-16       2.006292155427e-18 
 2015       2.679350657172e-11       6.953359339606e-13      -9.924945542200e-13       1.150026304768e-14       8.753043674568e-16       1.386297513728e-16       2.073880727732e-18 
 2016       2.671672729954e-11       6.946081050796e-13      -9.794241212438e-13       1.148777269042e-14       8.734267705893e-16       1.377878763992e-16       2.141888244732e-18 
 2017       2.663947223590e-11       6.939413262199e-13      -9.664915039095e-13       1.147526175194e-14       8.715538356144e-16       1.369419740313e-16       2.210692225215e-18 
 2018       2.656175327443e-11       6.933350735430e-13      -9.537010785315e-13       1.146273028177e-14       8.696855472532e-16       1.360925143413e-16       2.280671682385e-18 
 2019       2.648358235905e-11       6.927888205807e-13      -9.410572373941e-13       1.145017832960e-14       8.678218900964e-16       1.352399692895e-16       2.352207125711e-18 
 2020       2.640497148398e-11       6.923020382308e-13      -9.285643887712e-13       1.143760594527e-14       8.659628486044e-16       1.343848127267e-16       2.425680562780e-18 
 2021       2.632593269388e-11       6.918741947540e-13      -9.162269569448e-13       1.142501317874e-14       8.641084071074e-16       1.335275203970e-16       2.501475501146e-18 
 2022       2.624647808381e-11       6.915047557706e-13      -9.040493822248e-13       1.141240008016e-14       8.622585498046e-16       1.326685699396e-16       2.579976950179e-18 
 2023       2.616661979939e-11       6.911931842563e-13      -8.920361209675e-13       1.139976669980e-14       8.604132607644e-16       1.318084408913e-16       2.661571422917e-18 
 2024       2.608637003680e-11       6.909389405396e-13      -8.801916455956e-13       1.138711308810e-14       8.585725239239e-16       1.309476146891e-16       2.746646937916e-18 
 2025       2.600574104288e-11       6.907414822977e-13      -8.685204446165e-13       1.137443929562e-14       8.567363230893e-16       1.300865746723e-16       2.835593021100e-18 
 2026       2.592474537642e-11       6.906001756681e-13      -8.570264131805e-13       1.136174543249e-14       8.549046429921e-16       1.292257188409e-16       2.928720715786e-18 
 2027       2.584339669403e-11       6.905140278875e-13      -8.457110199027e-13       1.134903184702e-14       8.530774724691e-16       1.283650974366e-16       3.026021977333e-18 
 2028       2.576170897010e-11       6.904819527146e-13      -8.345751268347e-13       1.133629894835e-14       8.512548013054e-16       1.275046734709e-16       3.127408543904e-18 
 2029       2.567969623610e-11       6.905028591333e-13      -8.236195977261e-13       1.132354714716e-14       8.494366191790e-16       1.266444097963e-16       3.232791769995e-18 
 2030       2.559737258069e-11       6.905756513470e-13      -8.128452980249e-13       1.131077685572e-14       8.476229156609e-16       1.257842691063e-16       3.342082625943e-18 
 2031       2.551475214974e-11       6.906992287722e-13      -8.022530948798e-13       1.129798848784e-14       8.458136802145e-16       1.249242139351e-16       3.455191697441e-18 
 2032       2.543184914647e-11       6.908724860328e-13      -7.918438571408e-13       1.128518245893e-14       8.440089021959e-16       1.240642066577e-16       3.572029185054e-18 
