# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1187       1.094037275686e-10       2.992633994069e-12      -6.641380357635e-13       2.231301869380e-14       7.477978279826e-15       3.963518200007e-16      -1.256729882401e-16 
 1188       1.089810810959e-10       3.012480121717e-12      -7.065304499164e-13       2.229476827064e-14       7.453847567090e-15       3.996543073194e-16      -1.266466406674e-16 
 1189       1.085628928822e-10       3.032149748630e-12      -7.504569920387e-13       2.227648483804e-14       7.429812322211e-15       4.029669784376e-16      -1.275983711536e-16 
 1190       1.081492934522e-10       3.051633080468e-12      -7.958912835012e-13       2.225817350710e-14       7.405872088838e-15       4.063037738703e-16      -1.285283132931e-16 
 1191       1.077404140636e-10       3.070920262486e-12      -8.428067316871e-13       2.223983942172e-14       7.382026403297e-15       4.096787277560e-16      -1.294366021847e-16 
 1192       1.073363867091e-10       3.090001379420e-12      -8.911765295181e-13       2.222148775867e-14       7.358274794571e-15       4.131059680531e-16      -1.303233744342e-16 
 1193       1.069373441176e-10       3.108866455360e-12      -9.409736549805e-13       2.220312372769e-14       7.334616784278e-15       4.165997167363e-16      -1.311887681590e-16 
 1194       1.065434197553e-10       3.127505453625e-12      -9.921708706511e-13       2.218475257152e-14       7.311051886655e-15       4.201742899933e-16      -1.320329229908e-16 
 1195       1.061547478278e-10       3.145908276646e-12      -1.044740723223e-12       2.216637956601e-14       7.287579608536e-15       4.238440984213e-16      -1.328559800799e-16 
 1196       1.057714632809e-10       3.164064765840e-12      -1.098655543033e-12       2.214801002013e-14       7.264199449338e-15       4.276236472235e-16      -1.336580820985e-16 
 1197       1.053937018024e-10       3.181964701488e-12      -1.153887443585e-12       2.212964927608e-14       7.240910901037e-15       4.315275364054e-16      -1.344393732440e-16 
 1198       1.050215998234e-10       3.199597802612e-12      -1.210408321078e-12       2.211130270934e-14       7.217713448149e-15       4.355704609717e-16      -1.351999992433e-16 
 1199       1.046552945197e-10       3.216953726851e-12      -1.268189853932e-12       2.209297572872e-14       7.194606567715e-15       4.397672111224e-16      -1.359401073558e-16 
 1200       1.042949238133e-10       3.234022070341e-12      -1.327203502313e-12       2.207467377649e-14       7.171589729278e-15       4.441326724494e-16      -1.366598463772e-16 
 1201       1.039406263737e-10       3.250792367592e-12      -1.387420507659e-12       2.205640232837e-14       7.148662394867e-15       4.486818261336e-16      -1.373593666432e-16 
 1202       1.035925416195e-10       3.267254091364e-12      -1.448811892209e-12       2.203816689362e-14       7.125824018973e-15       4.534297491402e-16      -1.380388200327e-16 
 1203       1.032508097198e-10       3.283396652543e-12      -1.511348458524e-12       2.201997301515e-14       7.103074048536e-15       4.583916144166e-16      -1.386983599720e-16 
 1204       1.029155715954e-10       3.299209400022e-12      -1.575000789016e-12       2.200182626954e-14       7.080411922922e-15       4.635826910878e-16      -1.393381414380e-16 
 1205       1.025869689205e-10       3.314681620576e-12      -1.639739245476e-12       2.198373226709e-14       7.057837073905e-15       4.690183446535e-16      -1.399583209617e-16 
 1206       1.022651441240e-10       3.329802538739e-12      -1.705533968594e-12       2.196569665197e-14       7.035348925648e-15       4.747140371844e-16      -1.405590566322e-16 
 1207       1.019502165899e-10       3.344562694388e-12      -1.772354089698e-12       2.194772458884e-14       7.012946950856e-15       4.806805491903e-16      -1.411404974825e-16 
 1208       1.016422109395e-10       3.358958093999e-12      -1.840165356456e-12       2.192981921620e-14       6.990630840017e-15       4.869095814890e-16      -1.417027515004e-16 
 1209       1.013411278837e-10       3.372986109416e-12      -1.908932477476e-12       2.191198317447e-14       6.968400334175e-15       4.933879793643e-16      -1.422459172372e-16 
 1210       1.010469679445e-10       3.386644104704e-12      -1.978619906953e-12       2.189421911767e-14       6.946255168923e-15       5.001024948818e-16      -1.427700943934e-16 
 1211       1.007597314543e-10       3.399929436131e-12      -2.049191844131e-12       2.187652971349e-14       6.924195074395e-15       5.070397866921e-16      -1.432753838208e-16 
 1212       1.004794185559e-10       3.412839452165e-12      -2.120612232763e-12       2.185891764325e-14       6.902219775249e-15       5.141864198342e-16      -1.437618875254e-16 
 1213       1.002060292014e-10       3.425371493461e-12      -2.192844760570e-12       2.184138560196e-14       6.880328990651e-15       5.215288655387e-16      -1.442297086703e-16 
 1214       9.993956315216e-11       3.437522892855e-12      -2.265852858707e-12       2.182393629833e-14       6.858522434263e-15       5.290535010310e-16      -1.446789515781e-16 
 1215       9.968001997790e-11       3.449290975350e-12      -2.339599701222e-12       2.180657245481e-14       6.836799814227e-15       5.367466093348e-16      -1.451097217340e-16 
 1216       9.942739905633e-11       3.460673058113e-12      -2.414048204515e-12       2.178929680761e-14       6.815160833153e-15       5.445943790747e-16      -1.455221257882e-16 
 1217       9.918169957260e-11       3.471666450461e-12      -2.489161026802e-12       2.177211210672e-14       6.793605188099e-15       5.525829042804e-16      -1.459162715589e-16 
 1218       9.894292051874e-11       3.482268453851e-12      -2.564900567576e-12       2.175502111591e-14       6.772132570563e-15       5.606981841891e-16      -1.462922680347e-16 
 1219       9.871106069317e-11       3.492476361876e-12      -2.641228967066e-12       2.173802661282e-14       6.750742666465e-15       5.689261230490e-16      -1.466502253776e-16 
 1220       9.848611870012e-11       3.502287460250e-12      -2.718108105700e-12       2.172113138890e-14       6.729435156132e-15       5.772525299229e-16      -1.469902549256e-16 
 1221       9.826809294914e-11       3.511699026803e-12      -2.795499603565e-12       2.170433824952e-14       6.708209714286e-15       5.856631184910e-16      -1.473124691954e-16 
 1222       9.805698165454e-11       3.520708331467e-12      -2.873364819872e-12       2.168765001393e-14       6.687066010029e-15       5.941435068543e-16      -1.476169818852e-16 
 1223       9.785278283487e-11       3.529312636274e-12      -2.951664852410e-12       2.167106951529e-14       6.666003706826e-15       6.026792173379e-16      -1.479039078774e-16 
 1224       9.765549431237e-11       3.537509195338e-12      -3.030360537014e-12       2.165459960076e-14       6.645022462493e-15       6.112556762942e-16      -1.481733632413e-16 
 1225       9.746511371246e-11       3.545295254852e-12      -3.109412447021e-12       2.163824313142e-14       6.624121929182e-15       6.198582139062e-16      -1.484254652358e-16 
 1226       9.728163846321e-11       3.552668053076e-12      -3.188780892736e-12       2.162200298240e-14       6.603301753367e-15       6.284720639906e-16      -1.486603323122e-16 
 1227       9.710506579477e-11       3.559624820329e-12      -3.268425920889e-12       2.160588204282e-14       6.582561575827e-15       6.370823638012e-16      -1.488780841167e-16 
 1228       9.693539273887e-11       3.566162778980e-12      -3.348307314099e-12       2.158988321586e-14       6.561901031636e-15       6.456741538320e-16      -1.490788414936e-16 
 1229       9.677261612831e-11       3.572279143434e-12      -3.428384590333e-12       2.157400941878e-14       6.541319750145e-15       6.542323776208e-16      -1.492627264875e-16 
 1230       9.661673259635e-11       3.577971120131e-12      -3.508617002369e-12       2.155826358294e-14       6.520817354967e-15       6.627418815518e-16      -1.494298623463e-16 
 1231       9.646773857625e-11       3.583235907530e-12      -3.588963537257e-12       2.154264865380e-14       6.500393463967e-15       6.711874146595e-16      -1.495803735238e-16 
 1232       9.632563030073e-11       3.588070696103e-12      -3.669382915777e-12       2.152716759099e-14       6.480047689243e-15       6.795536284317e-16      -1.497143856826e-16 
 1233       9.619040380139e-11       3.592472668322e-12      -3.749833591906e-12       2.151182336830e-14       6.459779637112e-15       6.878250766125e-16      -1.498320256967e-16 
 1234       9.606205490821e-11       3.596438998655e-12      -3.830273752273e-12       2.149661897373e-14       6.439588908099e-15       6.959862150059e-16      -1.499334216540e-16 
 1235       9.594057924904e-11       3.599966853554e-12      -3.910661315626e-12       2.148155740948e-14       6.419475096919e-15       7.040214012789e-16      -1.500187028596e-16 
 1236       9.582597224902e-11       3.603053391444e-12      -3.990953932286e-12       2.146664169200e-14       6.399437792464e-15       7.119148947648e-16      -1.500879998380e-16 
 1237       9.571822913008e-11       3.605695762718e-12      -4.071108983617e-12       2.145187485203e-14       6.379476577789e-15       7.196508562664e-16      -1.501414443358e-16 
 1238       9.561734491038e-11       3.607891109721e-12      -4.151083581480e-12       2.143725993457e-14       6.359591030094e-15       7.272133478592e-16      -1.501791693250e-16 
 1239       9.552331440383e-11       3.609636566750e-12      -4.230834567698e-12       2.142279999897e-14       6.339780720717e-15       7.345863326947e-16      -1.502013090051e-16 
 1240       9.543613221948e-11       3.610929260036e-12      -4.310318513513e-12       2.140849811890e-14       6.320045215110e-15       7.417536748036e-16      -1.502079988061e-16 
 1241       9.535579276107e-11       3.611766307739e-12      -4.389491719053e-12       2.139435738240e-14       6.300384072834e-15       7.486991388993e-16      -1.501993753912e-16 
 1242       9.528229022642e-11       3.612144819940e-12      -4.468310212790e-12       2.138038089191e-14       6.280796847536e-15       7.554063901808e-16      -1.501755766595e-16 
 1243       9.521561860696e-11       3.612061898626e-12      -4.546729751001e-12       2.136657176429e-14       6.261283086941e-15       7.618589941360e-16      -1.501367417487e-16 
 1244       9.515577168717e-11       3.611514637688e-12      -4.624705817228e-12       2.135293313082e-14       6.241842332834e-15       7.680404163451e-16      -1.500830110379e-16 
 1245       9.510274304404e-11       3.610500122906e-12      -4.702193621743e-12       2.133946813726e-14       6.222474121048e-15       7.739340222839e-16      -1.500145261503e-16 
 1246       9.505651094457e-11       3.609016620590e-12      -4.779151574693e-12       2.132617932289e-14       6.203178025825e-15       7.795270552664e-16      -1.499314004586e-16 
 1247       9.501699284543e-11       3.607067158776e-12      -4.855551751230e-12       2.131306674967e-14       6.183953793511e-15       7.848226217507e-16      -1.498336302179e-16 
 1248       9.498409035840e-11       3.604655988029e-12      -4.931369548090e-12       2.130012985118e-14       6.164801210402e-15       7.898278462583e-16      -1.497211823955e-16 
 1249       9.495770430224e-11       3.601787396685e-12      -5.006580220776e-12       2.128736805158e-14       6.145720058497e-15       7.945499060999e-16      -1.495940240744e-16 
 1250       9.493773470101e-11       3.598465710936e-12      -5.081158883287e-12       2.127478076557e-14       6.126710115487e-15       7.989960314866e-16      -1.494521224532e-16 
 1251       9.492408078234e-11       3.594695294912e-12      -5.155080507846e-12       2.126236739839e-14       6.107771154746e-15       8.031735056398e-16      -1.492954448471e-16 
 1252       9.491664097572e-11       3.590480550765e-12      -5.228319924628e-12       2.125012734577e-14       6.088902945316e-15       8.070896649020e-16      -1.491239586879e-16 
 1253       9.491531291086e-11       3.585825918747e-12      -5.300851821496e-12       2.123805999392e-14       6.070105251898e-15       8.107518988473e-16      -1.489376315247e-16 
 1254       9.491999341593e-11       3.580735877299e-12      -5.372650743722e-12       2.122616471953e-14       6.051377834841e-15       8.141676503915e-16      -1.487364310243e-16 
 1255       9.493057851590e-11       3.575214943129e-12      -5.443691093722e-12       2.121444088968e-14       6.032720450133e-15       8.173444159032e-16      -1.485203249715e-16 
 1256       9.494696343081e-11       3.569267671294e-12      -5.513947130785e-12       2.120288786190e-14       6.014132849385e-15       8.202897453139e-16      -1.482892812697e-16 
 1257       9.496904257410e-11       3.562898655287e-12      -5.583392970799e-12       2.119150498409e-14       5.995614779825e-15       8.230112422283e-16      -1.480432679414e-16 
 1258       9.499670955091e-11       3.556112527114e-12      -5.652002585985e-12       2.118029159449e-14       5.977165984284e-15       8.255165640354e-16      -1.477822531283e-16 
 1259       9.502985715634e-11       3.548913957380e-12      -5.719749804622e-12       2.116924702172e-14       5.958786201184e-15       8.278134220183e-16      -1.475062050923e-16 
 1260       9.506837737380e-11       3.541307655373e-12      -5.786608310781e-12       2.115837058467e-14       5.940475164532e-15       8.299095814652e-16      -1.472150922154e-16 
 1261       9.511216137331e-11       3.533298369140e-12      -5.852551644051e-12       2.114766159257e-14       5.922232603904e-15       8.318128617796e-16      -1.469088830004e-16 
 1262       9.516109950974e-11       3.524890885577e-12      -5.917553199269e-12       2.113711934488e-14       5.904058244435e-15       8.335311365910e-16      -1.465875460714e-16 
 1263       9.521508132118e-11       3.516090030506e-12      -5.981586226252e-12       2.112674313132e-14       5.885951806810e-15       8.350723338651e-16      -1.462510501741e-16 
 1264       9.527399552723e-11       3.506900668763e-12      -6.044623829522e-12       2.111653223182e-14       5.867913007251e-15       8.364444360145e-16      -1.458993641763e-16 
 1265       9.533773002726e-11       3.497327704272e-12      -6.106638968040e-12       2.110648591653e-14       5.849941557506e-15       8.376554800091e-16      -1.455324570684e-16 
 1266       9.540617189874e-11       3.487376080139e-12      -6.167604454932e-12       2.109660344574e-14       5.832037164839e-15       8.387135574869e-16      -1.451502979637e-16 
 1267       9.547920739556e-11       3.477050778722e-12      -6.227492957221e-12       2.108688406992e-14       5.814199532019e-15       8.396268148637e-16      -1.447528560991e-16 
 1268       9.555672194629e-11       3.466356821724e-12      -6.286276995554e-12       2.107732702966e-14       5.796428357308e-15       8.404034534446e-16      -1.443401008352e-16 
 1269       9.563860015250e-11       3.455299270271e-12      -6.343928943933e-12       2.106793155564e-14       5.778723334449e-15       8.410517295336e-16      -1.439120016570e-16 
 1270       9.572472578709e-11       3.443883224991e-12      -6.400421029445e-12       2.105869686864e-14       5.761084152660e-15       8.415799545446e-16      -1.434685281744e-16 
 1271       9.581498179252e-11       3.432113826106e-12      -6.455725331990e-12       2.104962217947e-14       5.743510496614e-15       8.419964951119e-16      -1.430096501223e-16 
 1272       9.590925027919e-11       3.419996253504e-12      -6.509813784012e-12       2.104070668899e-14       5.726002046439e-15       8.423097732002e-16      -1.425353373613e-16 
 1273       9.600741252368e-11       3.407535726829e-12      -6.562658170225e-12       2.103194958808e-14       5.708558477696e-15       8.425282662157e-16      -1.420455598782e-16 
 1274       9.610934896711e-11       3.394737505559e-12      -6.614230127347e-12       2.102335005758e-14       5.691179461378e-15       8.426605071163e-16      -1.415402877863e-16 
 1275       9.621493921336e-11       3.381606889092e-12      -6.664501143828e-12       2.101490726831e-14       5.673864663890e-15       8.427150845219e-16      -1.410194913258e-16 
 1276       9.632406202747e-11       3.368149216825e-12      -6.713442559577e-12       2.100662038102e-14       5.656613747046e-15       8.427006428251e-16      -1.404831408646e-16 
 1277       9.643659533385e-11       3.354369868241e-12      -6.761025565694e-12       2.099848854638e-14       5.639426368050e-15       8.426258823019e-16      -1.399312068981e-16 
 1278       9.655241621463e-11       3.340274262985e-12      -6.807221204199e-12       2.099051090494e-14       5.622302179492e-15       8.424995592217e-16      -1.393636600504e-16 
 1279       9.667140090798e-11       3.325867860955e-12      -6.852000367761e-12       2.098268658715e-14       5.605240829334e-15       8.423304859581e-16      -1.387804710740e-16 
 1280       9.679342480634e-11       3.311156162375e-12      -6.895333799428e-12       2.097501471326e-14       5.588241960897e-15       8.421275310994e-16      -1.381816108509e-16 
 1281       9.691836245479e-11       3.296144707887e-12      -6.937192092355e-12       2.096749439337e-14       5.571305212854e-15       8.418996195589e-16      -1.375670503926e-16 
 1282       9.704608754932e-11       3.280839078625e-12      -6.977545689535e-12       2.096012472738e-14       5.554430219215e-15       8.416557326856e-16      -1.369367608407e-16 
 1283       9.717647293513e-11       3.265244896304e-12      -7.016364883530e-12       2.095290480494e-14       5.537616609319e-15       8.414049083744e-16      -1.362907134675e-16 
 1284       9.730939060496e-11       3.249367823298e-12      -7.053619816194e-12       2.094583370547e-14       5.520864007823e-15       8.411562411770e-16      -1.356288796761e-16 
 1285       9.744471307578e-11       3.233213869137e-12      -7.089285468442e-12       2.093891016509e-14       5.504172069797e-15       8.409174451814e-16      -1.349512796459e-16 
 1286       9.758231753960e-11       3.216790313638e-12      -7.123356692194e-12       2.093213157337e-14       5.487540586484e-15       8.406905245355e-16      -1.342581288730e-16 
 1287       9.772208175653e-11       3.200104794436e-12      -7.155833348914e-12       2.092549496512e-14       5.470969380724e-15       8.404760538854e-16      -1.335496932978e-16 
 1288       9.786388267903e-11       3.183165001638e-12      -7.186715335187e-12       2.091899735233e-14       5.454458271945e-15       8.402746111429e-16      -1.328262408154e-16 
 1289       9.800759645032e-11       3.165978677921e-12      -7.216002582806e-12       2.091263572414e-14       5.438007076153e-15       8.400867774919e-16      -1.320880412800e-16 
 1290       9.815309840277e-11       3.148553618640e-12      -7.243695058872e-12       2.090640704675e-14       5.421615605925e-15       8.399131373947e-16      -1.313353665081e-16 
 1291       9.830026305632e-11       3.130897671932e-12      -7.269792765876e-12       2.090030826343e-14       5.405283670401e-15       8.397542785976e-16      -1.305684902833e-16 
 1292       9.844896411684e-11       3.113018738822e-12      -7.294295741798e-12       2.089433629442e-14       5.389011075276e-15       8.396107921376e-16      -1.297876883597e-16 
 1293       9.859907447458e-11       3.094924773324e-12      -7.317204060197e-12       2.088848803691e-14       5.372797622787e-15       8.394832723482e-16      -1.289932384660e-16 
 1294       9.875046620253e-11       3.076623782551e-12      -7.338517830302e-12       2.088276036500e-14       5.356643111710e-15       8.393723168655e-16      -1.281854203098e-16 
 1295       9.890301055487e-11       3.058123826815e-12      -7.358237197103e-12       2.087715012961e-14       5.340547337350e-15       8.392785266343e-16      -1.273645155810e-16 
 1296       9.905657796531e-11       3.039433019736e-12      -7.376362341446e-12       2.087165415849e-14       5.324510091530e-15       8.392025059145e-16      -1.265308079565e-16 
 1297       9.921103804554e-11       3.020559528342e-12      -7.392893480120e-12       2.086626925612e-14       5.308531162585e-15       8.391448622869e-16      -1.256845831034e-16 
 1298       9.936625958362e-11       3.001511573180e-12      -7.407830865955e-12       2.086099220371e-14       5.292610335354e-15       8.391062066596e-16      -1.248261286834e-16 
 1299       9.952211054236e-11       2.982297428413e-12      -7.421174787908e-12       2.085581975911e-14       5.276747391169e-15       8.390871532737e-16      -1.239557343571e-16 
 1300       9.967845805774e-11       2.962925421932e-12      -7.432925571158e-12       2.085074865678e-14       5.260942107849e-15       8.390883197099e-16      -1.230736917871e-16 
 1301       9.983516843732e-11       2.943403935456e-12      -7.443083577196e-12       2.084577560774e-14       5.245194259689e-15       8.391103268943e-16      -1.221802946429e-16 
 1302       9.999210715861e-11       2.923741404641e-12      -7.451649203919e-12       2.084089729955e-14       5.229503617455e-15       8.391537991046e-16      -1.212758386042e-16 
 1303       1.001491388675e-10       2.903946319177e-12      -7.458622885721e-12       2.083611039621e-14       5.213869948370e-15       8.392193639764e-16      -1.203606213652e-16 
 1304       1.003061273767e-10       2.884027222904e-12      -7.464005093583e-12       2.083141153814e-14       5.198293016113e-15       8.393076525089e-16      -1.194349426385e-16 
 1305       1.004629356639e-10       2.863992713907e-12      -7.467796335167e-12       2.082679734215e-14       5.182772580804e-15       8.394192990715e-16      -1.184991041592e-16 
 1306       1.006194258707e-10       2.843851444625e-12      -7.469997154906e-12       2.082226440136e-14       5.167308398998e-15       8.395549414096e-16      -1.175534096886e-16 
 1307       1.007754593004e-10       2.823612121956e-12      -7.470608134099e-12       2.081780928517e-14       5.151900223678e-15       8.397152206507e-16      -1.165981650185e-16 
 1308       1.009308964167e-10       2.803283507360e-12      -7.469629890999e-12       2.081342853922e-14       5.136547804243e-15       8.399007813109e-16      -1.156336779749e-16 
 1309       1.010855968422e-10       2.782874416966e-12      -7.467063080907e-12       2.080911868530e-14       5.121250886504e-15       8.401122713004e-16      -1.146602584221e-16 
 1310       1.012394193565e-10       2.762393721675e-12      -7.462908396263e-12       2.080487622136e-14       5.106009212670e-15       8.403503419303e-16      -1.136782182668e-16 
 1311       1.013922218951e-10       2.741850347265e-12      -7.457166566738e-12       2.080069762143e-14       5.090822521346e-15       8.406156479181e-16      -1.126878714617e-16 
 1312       1.015438615472e-10       2.721253274496e-12      -7.449838359326e-12       2.079657933558e-14       5.075690547517e-15       8.409088473944e-16      -1.116895340100e-16 
 1313       1.016941945543e-10       2.700611539215e-12      -7.440924578436e-12       2.079251778986e-14       5.060613022547e-15       8.412306019084e-16      -1.106835239690e-16 
 1314       1.018430763091e-10       2.679934232460e-12      -7.430426065983e-12       2.078850938627e-14       5.045589674165e-15       8.415815764346e-16      -1.096701614540e-16 
 1315       1.019903613530e-10       2.659230500567e-12      -7.418343701481e-12       2.078455050269e-14       5.030620226460e-15       8.419624393786e-16      -1.086497686427e-16 
 1316       1.021359033753e-10       2.638509545271e-12      -7.404678402132e-12       2.078063749288e-14       5.015704399870e-15       8.423738625831e-16      -1.076226697788e-16 
 1317       1.022795552112e-10       2.617780623815e-12      -7.389431122924e-12       2.077676668637e-14       5.000841911176e-15       8.428165213344e-16      -1.065891911762e-16 
 1318       1.024211688403e-10       2.597053049049e-12      -7.372602856714e-12       2.077293438845e-14       4.986032473490e-15       8.432910943683e-16      -1.055496612228e-16 
 1319       1.025605953850e-10       2.576336189542e-12      -7.354194634327e-12       2.076913688012e-14       4.971275796251e-15       8.437982638761e-16      -1.045044103845e-16 
 1320       1.026976851087e-10       2.555639469682e-12      -7.334207524647e-12       2.076537041802e-14       4.956571585212e-15       8.443387155110e-16      -1.034537712094e-16 
 1321       1.028322874148e-10       2.534972369782e-12      -7.312642634703e-12       2.076163123441e-14       4.941919542435e-15       8.449131383940e-16      -1.023980783315e-16 
 1322       1.029642508443e-10       2.514344426183e-12      -7.289501109768e-12       2.075791553711e-14       4.927319366281e-15       8.455222251201e-16      -1.013376684747e-16 
 1323       1.030934230747e-10       2.493765231362e-12      -7.264784133446e-12       2.075421950946e-14       4.912770751401e-15       8.461666717643e-16      -1.002728804572e-16 
 1324       1.032196652847e-10       2.473243796976e-12      -7.238496213957e-12       2.075053943112e-14       4.898273416741e-15       8.468464202840e-16      -9.920400788875e-17 
 1325       1.033428954246e-10       2.452786635093e-12      -7.210655082499e-12       2.074687204214e-14       4.883827189913e-15       8.475583765579e-16      -9.813115668561e-17 
 1326       1.034630454207e-10       2.432399655979e-12      -7.181281904380e-12       2.074321418280e-14       4.869431923736e-15       8.482986671584e-16      -9.705438599029e-17 
 1327       1.035800468512e-10       2.412088803296e-12      -7.150398003059e-12       2.073956267313e-14       4.855087468305e-15       8.490633946241e-16      -9.597375533566e-17 
 1328       1.036938309460e-10       2.391860054166e-12      -7.118024860461e-12       2.073591431282e-14       4.840793670984e-15       8.498486374140e-16      -9.488932464563e-17 
 1329       1.038043285861e-10       2.371719419227e-12      -7.084184117297e-12       2.073226588120e-14       4.826550376398e-15       8.506504498616e-16      -9.380115423589e-17 
 1330       1.039114703027e-10       2.351672942701e-12      -7.048897573380e-12       2.072861413719e-14       4.812357426427e-15       8.514648621294e-16      -9.270930481472e-17 
 1331       1.040151862769e-10       2.331726702448e-12      -7.012187187940e-12       2.072495581927e-14       4.798214660201e-15       8.522878801630e-16      -9.161383748364e-17 
 1332       1.041154063386e-10       2.311886810031e-12      -6.974075079940e-12       2.072128764546e-14       4.784121914092e-15       8.531154856455e-16      -9.051481373820e-17 
 1333       1.042120599666e-10       2.292159410779e-12      -6.934583528397e-12       2.071760631323e-14       4.770079021706e-15       8.539436359519e-16      -8.941229546872e-17 
 1334       1.043050762873e-10       2.272550683845e-12      -6.893734972692e-12       2.071390849950e-14       4.756085813880e-15       8.547682641034e-16      -8.830634496104e-17 
 1335       1.043943840747e-10       2.253066842265e-12      -6.851552012893e-12       2.071019086060e-14       4.742142118671e-15       8.555852787213e-16      -8.719702489720e-17 
 1336       1.044799117491e-10       2.233714133027e-12      -6.808057410067e-12       2.070645003221e-14       4.728247761355e-15       8.563905639817e-16      -8.608439835626e-17 
 1337       1.045615873770e-10       2.214498837125e-12      -6.763274086600e-12       2.070268262934e-14       4.714402564414e-15       8.571799795699e-16      -8.496852881499e-17 
 1338       1.046393386703e-10       2.195427269622e-12      -6.717225126510e-12       2.069888524626e-14       4.700606347535e-15       8.579493606341e-16      -8.384948014863e-17 
 1339       1.047130929859e-10       2.176505779714e-12      -6.669933775768e-12       2.069505445652e-14       4.686858927600e-15       8.586945177405e-16      -8.272731663162e-17 
 1340       1.047827773247e-10       2.157740750787e-12      -6.621423442609e-12       2.069118681284e-14       4.673160118681e-15       8.594112368268e-16      -8.160210293836e-17 
 1341       1.048483183311e-10       2.139138600480e-12      -6.571717697854e-12       2.068727884712e-14       4.659509732033e-15       8.600952791571e-16      -8.047390414392e-17 
 1342       1.049096422927e-10       2.120705780749e-12      -6.520840275223e-12       2.068332707038e-14       4.645907576087e-15       8.607423812758e-16      -7.934278572480e-17 
 1343       1.049666751393e-10       2.102448777924e-12      -6.468815071655e-12       2.067932797272e-14       4.632353456445e-15       8.613482549623e-16      -7.820881355969e-17 
 1344       1.050193424424e-10       2.084374112770e-12      -6.415666147620e-12       2.067527802330e-14       4.618847175870e-15       8.619085871848e-16      -7.707205393015e-17 
 1345       1.050675694148e-10       2.066488340552e-12      -6.361417727439e-12       2.067117367028e-14       4.605388534285e-15       8.624190400549e-16      -7.593257352143e-17 
 1346       1.051112809095e-10       2.048798051095e-12      -6.306094199600e-12       2.066701134076e-14       4.591977328759e-15       8.628752507821e-16      -7.479043942314e-17 
 1347       1.051504014198e-10       2.031309868842e-12      -6.249720117074e-12       2.066278744082e-14       4.578613353508e-15       8.632728316275e-16      -7.364571913003e-17 
 1348       1.051848550778e-10       2.014030452918e-12      -6.192320197633e-12       2.065849835538e-14       4.565296399884e-15       8.636073698586e-16      -7.249848054273e-17 
 1349       1.052145656547e-10       1.996966497192e-12      -6.133919324162e-12       2.065414044823e-14       4.552026256369e-15       8.638744277035e-16      -7.134879196847e-17 
 1350       1.052394565593e-10       1.980124730335e-12      -6.074542544984e-12       2.064971006197e-14       4.538802708569e-15       8.640695423050e-16      -7.019672212183e-17 
 1351       1.052594508382e-10       1.963511915885e-12      -6.014215074168e-12       2.064520351796e-14       4.525625539207e-15       8.641882256751e-16      -6.904234012549e-17 
 1352       1.052744711746e-10       1.947134852305e-12      -5.952962291850e-12       2.064061711630e-14       4.512494528117e-15       8.642259646493e-16      -6.788571551096e-17 
 1353       1.052844398878e-10       1.931000373044e-12      -5.890809744549e-12       2.063594713576e-14       4.499409452238e-15       8.641782208405e-16      -6.672691821932e-17 
 1354       1.052892789329e-10       1.915115346603e-12      -5.827783145484e-12       2.063118983379e-14       4.486370085605e-15       8.640404305941e-16      -6.556601860199e-17 
 1355       1.052889098999e-10       1.899486676589e-12      -5.763908374890e-12       2.062634144644e-14       4.473376199344e-15       8.638080049414e-16      -6.440308742140e-17 
 1356       1.052832540130e-10       1.884121301784e-12      -5.699211480333e-12       2.062139818832e-14       4.460427561667e-15       8.634763295546e-16      -6.323819585180e-17 
 1357       1.052722321303e-10       1.869026196198e-12      -5.633718677030e-12       2.061635625259e-14       4.447523937863e-15       8.630407647005e-16      -6.207141547999e-17 
 1358       1.052557647427e-10       1.854208369138e-12      -5.567456348163e-12       2.061121181089e-14       4.434665090291e-15       8.624966451954e-16      -6.090281830602e-17 
 1359       1.052337719741e-10       1.839674865262e-12      -5.500451045198e-12       2.060596101332e-14       4.421850778378e-15       8.618392803588e-16      -5.973247674398e-17 
 1360       1.052061735798e-10       1.825432764645e-12      -5.432729488196e-12       2.060059998841e-14       4.409080758605e-15       8.610639539684e-16      -5.856046362269e-17 
 1361       1.051728889466e-10       1.811489182842e-12      -5.364318566138e-12       2.059512484302e-14       4.396354784508e-15       8.601659242136e-16      -5.738685218649e-17 
 1362       1.051338370918e-10       1.797851270940e-12      -5.295245337234e-12       2.058953166240e-14       4.383672606665e-15       8.591404236503e-16      -5.621171609596e-17 
 1363       1.050889532265e-10       1.784525150971e-12      -5.225536915997e-12       2.058381695005e-14       4.371033995103e-15       8.579837050069e-16      -5.503514090658e-17 
